#HMM - Genes
#command line: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit hmm output/A1_insertions.wig,output/C1_insertions.wig ref_seqs/Mbovis_LT708304.prot_table output/transit/hmm_pos_exp1.txt
#summary of gene calls: ES=497, GD=239, NE=3292, GA=7, N/A=10
#key: ES=essential, GD=insertions cause growth-defect, NE=non-essential, GA=insertions confer growth-advantage, N/A=not analyzed (genes with 0 TA sites)
#ORF	gene	annotation	TAs	ES sites	GD sites	NE sites	GA sites	saturation	mean	call
MB2234c	gcvT	Probable aminomethyltransferase GcvT (Glycine cleavage system T protein)	18	0	0	18	0	0.8333	355.33	NE
MB2235	NA	adenylyl cyclase (atp pyrophosphate-lyase) (adenylate cyclase)	11	0	0	11	0	0.7273	495.00	NE
MB2236	pepB	Probable aminopeptidase PepB	16	0	0	16	0	0.6250	740.00	NE
MB2237c	ephD	Possible short-chain dehydrogenase EphD	32	0	0	32	0	0.6875	123.14	NE
MB2238	dlat	dlat, dihydrolipoamide acyltransferase, e2 component of pyruvate dehydrogenase	15	0	0	15	0	0.4667	141.14	NE
MB2239	NA	Cell division inhibitor SulA	13	0	0	13	0	0.3846	485.20	NE
MB2240	lipB	Probable lipoate biosynthesis protein B LipB	12	0	0	12	0	0.3333	393.75	NE
MB2241	lipA	Probable lipoate biosynthesis protein A LipA	15	0	10	5	0	0.5333	36.62	GD
MB2242	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	9	0	8	1	0	0.1111	23.00	GD
MB2243c	NA	probable conserved membrane protein	3	0	0	3	0	0.3333	1074.00	NE
MB2244	glnA1	GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I)	30	29	0	1	0	0.0333	287.00	ES
MB2245c	glnE	GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase)	39	0	39	0	0	0.2564	22.40	GD
MB2246c	glnA2	PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II)	21	0	21	0	0	0.0952	34.50	GD
MB2247c	NA	Probable exported protease	29	0	0	29	0	0.6207	326.33	NE
MB2248c	caea	probable carboxylesterase caea	29	0	0	29	0	0.7241	460.62	NE
MB2249	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase panb	15	15	0	0	0	0.0000	0.00	ES
MB2250	NA	CHAD domain containing protein	25	0	0	25	0	0.4400	211.91	NE
MB2251	NA	conserved hypothetical protein [FIRST PART]	10	0	0	10	0	0.3000	173.33	NE
MB2252	NA	conserved hypothetical protein [SECOND PART]	9	0	0	9	0	0.5556	248.40	NE
MB2253c	NA	multifunctional protein. has rnase h,alpha-ribazole phosphatase, and acid phosphatase activities.	20	0	0	20	0	0.6500	284.46	NE
MB2254c	NA	Zn-ribbon protein, possibly nucleic acid-binding	5	0	0	5	0	0.6000	176.33	NE
MB2255c	NA	GTP cyclohydrolase 1 type 2 homolog YbgI	16	0	0	16	0	0.4375	393.14	NE
MB2256c	cobC	Possible aminotransferase CobC	16	0	0	16	0	0.3750	317.67	NE
MB2256A	vapC16	Possible toxin VapC16	5	0	0	5	0	0.6000	309.33	NE
MB2256B	vapB16	Possible antitoxin VapB16	3	0	0	3	0	0.3333	103.00	NE
MB2257	ptka	protein tyrosine kinase transcriptional regulatory protein ptka	11	0	0	11	0	0.4545	171.00	NE
MB2258	ptpA	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE)	7	0	0	7	0	0.5714	285.25	NE
MB2259	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	17	17	0	0	0	0.0000	0.00	ES
MB2260c	cobD	probable cobalamin biosynthesis transmembrane protein cobd	13	5	0	8	0	0.3077	247.25	NE
MB2261	NA	conserved protein	17	0	0	17	0	0.7059	334.67	NE
MB2261A	NA	Conserved protein	4	0	0	4	0	0.5000	178.00	NE
VALV	NA	tRNA-Val	3	0	0	3	0	0.6667	6.00	NE
MB2262c	ahpE	probable peroxiredoxin ahpe	6	0	0	6	0	0.3333	118.00	NE
MB2263c	NA	cell redox homeostasis	4	0	0	4	0	1.0000	12.50	NE
MB2264c	NA	unknown protein	5	0	0	5	0	0.8000	254.75	NE
MB2265	aceE	pyruvate dehydrogenase e1 component acee (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase)	58	3	0	55	0	0.6207	335.94	NE
MB2266	NA	Transcriptional regulator, CdaR-family	17	17	0	0	0	0.0000	0.00	ES
MB2267	fabD	MALONYL CoA-ACYL CARRIER PROTEIN TRANSACYLASE FABD (Malonyl CoA:AcpM acyltransferase) (MCT)	7	7	0	0	0	0.0000	0.00	ES
MB2268	acpM	MEROMYCOLATE EXTENSION ACYL CARRIER PROTEIN ACPM	6	6	0	0	0	0.0000	0.00	ES
MB2269	kasA	3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 1 KASA (BETA-KETOACYL-ACP SYNTHASE) (KAS I)	16	16	0	0	0	0.0000	0.00	ES
MB2270	kasB	3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 2 KASB (BETA-KETOACYL-ACP SYNTHASE) (KAS I)	19	18	0	1	0	0.0526	364.00	ES
MB2271	accD6	ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6	14	13	0	1	0	0.0714	14.00	ES
MB2272	NA	CONSERVED HYPOTHETICAL PROTEIN	12	0	0	12	0	0.7500	144.56	NE
MB2273c	glpD1	PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1	20	0	0	20	0	0.4000	255.50	NE
MB2274c	NA	Possible transcriptional regulatory protein	11	0	0	11	0	0.4545	239.40	NE
MB2275	NA	POSSIBLE FLAVOPROTEIN	10	0	0	10	0	0.5000	175.00	NE
MB2276	NA	diacylglycerol kinase	18	0	0	18	0	0.1667	305.33	NE
MB2277	NA	Possible secreted unknown protein	12	0	0	12	0	0.4167	123.80	NE
MB2278c	NA	Probable integral membrane protein	6	0	0	6	0	0.5000	126.33	NE
MB2279c	NA	HYPOTHETICAL PROTEIN	2	0	0	2	0	0.5000	4.00	NE
MB2280c	NA	CONSERVED HYPOTHETICAL PROTEIN	6	0	0	6	0	0.1667	4.00	NE
MB2281c	NA	Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily	10	0	0	10	0	0.6000	127.00	NE
MB2282c	NA	Possible transcriptional regulatory protein	15	0	0	15	0	0.6667	407.80	NE
MB2283	mscr	s-nitrosomycothiol reductase mscr	14	0	0	14	0	0.5000	174.71	NE
MB2284	NA	Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	6	0	0	6	0	0.3333	15.50	NE
MB2285c	NA	Apolipoprotein N-acyltransferase	21	0	0	21	0	0.4286	165.33	NE
MB2286	NA	Possible oxidoreductase	13	0	0	13	0	0.7692	510.80	NE
MB2287c	NA	FIG00821990: molecular chaperone	32	0	0	32	0	0.5000	230.25	NE
MB2288	NA	Possible conserved integral membrane protein	18	0	0	18	0	0.5000	439.67	NE
MB2289	cyp124	Probable cytochrome P450 124 CYP124	17	0	0	17	0	0.5882	133.70	NE
MB2290c	stf3	Sulfotransferase	37	0	0	37	0	0.3514	129.77	NE
MB2291c	cyp128	PROBABLE CYTOCHROME P450 128 CYP128	28	0	0	28	0	0.2500	88.86	NE
MB2292c	NA	HYPOTHETICAL PROTEIN	12	0	0	12	0	0.1667	399.50	NE
MB2293	lppN	Probable lipoprotein lppN	11	0	0	11	0	0.4545	396.60	NE
MB2294	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.5714	127.00	NE
MB2295	NA	probable conserved transmembrane protein	4	0	0	4	0	0.2500	3.00	NE
MB2296	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	6	0	0	6	0	0.5000	500.67	NE
MB2297c	mazf8	possible toxin mazf8	8	0	0	8	0	0.5000	10.75	NE
MB2297A	mazE8	Possible antitoxin MazE8	4	0	0	4	0	0.7500	106.67	NE
MB2298	NA	Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21)	19	0	0	19	0	0.4737	165.44	NE
MB2299	cyp121	Cytochrome P450 121 CYP121	18	0	0	18	0	0.2778	300.40	NE
MB2300c	NA	Possible glycerolphosphodiesterase	14	0	0	14	0	0.5714	353.62	NE
MB2301	NA	Probable dehydrogenase	18	0	0	18	0	0.5556	57.40	NE
MB2302	pitB	Putative phosphate-transport permease PitB	26	0	7	19	0	0.3462	283.33	NE
MB2303c	NA	Probable transcription regulator (lysR family)	14	0	14	0	0	0.1429	1.00	GD
MB2304	NA	HYPOTHETICAL PROTEIN	3	0	2	1	0	0.6667	141.50	GD
MB2305	lipM	Probable esterase LipM	29	14	0	15	0	0.3103	342.22	NE
MB2306	NA	possible triacylglycerol synthase (diacylglycerol acyltransferase)	23	0	0	23	0	0.5217	151.17	NE
MB2307c	NA	conserved hypothetical protein [SECOND PART]	4	0	0	4	0	0.7500	541.67	NE
MB2308c	NA	conserved hypothetical protein [FIRST PART]	6	0	0	6	0	0.6667	595.25	NE
MB2309	yjcE	Probable conserved integral membrane transport protein YjcE	20	0	0	20	0	0.6000	176.25	NE
MB2310	NA	HYPOTHETICAL PROTEIN	5	0	0	5	0	0.4000	291.50	NE
MB2311	cdh	Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase)	22	0	0	22	0	0.5000	209.91	NE
MB2312	lppOa	Probable conserved lipoprotein lppOa	2	0	0	2	0	0.5000	15.00	NE
MB2313	lppOb	Probable conserved lipoprotein lppOb	13	0	0	13	0	0.6154	177.62	NE
MB2314	sseB	Probable thiosulfate sulfurtransferase SseB	17	0	0	17	0	0.5294	288.22	NE
MB2315c	NA	5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	17	0	0	17	0	0.4118	344.29	NE
MB2316	NA	Probable aminotransferase	24	0	0	24	0	0.7500	180.50	NE
MB2317	NA	Colicin E2 tolerance protein CbrC-like protein	12	0	0	12	0	0.5000	137.50	NE
MB2318	NA	Probable haloalkane dehalogenase	17	0	0	17	0	0.7059	667.33	NE
MB2319	NA	unknown protein	8	0	0	8	0	0.2500	148.50	NE
MB2320	NA	Aldo/keto reductase	17	0	0	17	0	0.7059	292.33	NE
MB2321c	htpG	PROBABLE CHAPERONE PROTEIN HTPG (HEAT SHOCK PROTEIN) (HSP90 FAMILY PROTEIN) (HIGH TEMPERATURE PROTEIN G)	30	0	0	30	0	0.6667	316.65	NE
MB2322c	NA	MBL-fold metallo-hydrolase superfamily	18	0	0	18	0	0.7222	330.23	NE
MB2323	cut2	PROBABLE CUTINASE CUT2	11	0	0	11	0	0.7273	335.88	NE
MB2324	NA	conserved protein	5	0	0	5	0	0.8000	1573.75	NE
MB2325c	NA	PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN	19	0	0	19	0	0.4211	237.75	NE
MB2326c	NA	HYPOTHETICAL PROTEIN	1	0	0	1	0	1.0000	6.00	NE
MB2327	NA	NRPS condensation (elongation) domain containing protein	10	0	0	10	0	0.6000	145.67	NE
MB2328	NA	POSSIBLE CONSERVED MEMBRANE PROTEIN	8	0	0	8	0	0.8750	201.43	NE
MB2329	NA	POSSIBLE CONSERVED MEMBRANE PROTEIN	6	0	0	6	0	0.8333	214.40	NE
MB2330c	NA	Hydrolase, alpha/beta fold family	20	0	0	20	0	0.9000	636.11	NE
MB2331c	NA	HYPOTHETICAL GLYCINE RICH PROTEIN	4	0	0	4	0	0.5000	761.50	NE
MB2332c	NA	HYPOTHETICAL GLYCINE RICH PROTEIN	21	15	0	6	0	0.0952	94.00	ES
MB2333c	NA	HYPOTHETICAL PROTEIN	6	0	0	6	0	0.3333	225.50	NE
MB2334	NA	CONSERVED HYPOTHETICAL PROTEIN	18	0	0	18	0	0.7778	343.00	NE
METV	NA	tRNA-Met	3	0	0	3	0	0.0000	0.00	NE
MB2335c	NA	POSSIBLE INTEGRASE (FRAGMENT)	10	0	0	10	0	0.3000	636.33	NE
MB2336	NA	HYPOTHETICAL PROTEIN	13	0	0	13	0	0.3846	85.60	NE
MB2337	NA	POSSIBLE EXCISIONASE	3	0	0	3	0	0.6667	237.50	NE
MB2338	NA	CONSERVED HYPOTHETICAL PROTEIN	7	0	0	7	0	0.8571	675.00	NE
MB2339	NA	HYPOTHETICAL PROTEIN	3	0	0	3	0	0.6667	875.50	NE
MB2340c	NA	HYPOTHETICAL PROTEIN	10	0	0	10	0	0.7000	919.86	NE
MB2341c	NA	TldE/PmbA family protein, Actinobacterial subgroup	17	0	0	17	0	0.5882	361.00	NE
MB2342c	NA	TldD family protein, Actinobacterial subgroup	33	0	0	33	0	0.3939	421.31	NE
MB2343	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA	14	0	0	14	0	0.5714	168.25	NE
MB2344	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB	14	0	0	14	0	0.0714	73.00	NE
MB2345	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC	31	0	0	31	0	0.4516	167.29	NE
MB2346c	NA	universal stress protein family protein	20	0	0	20	0	0.4500	462.00	NE
MB2347c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE	28	0	0	28	0	0.5357	255.47	NE
MB2348c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)	10	0	0	10	0	0.2000	15.50	NE
MB2349c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)	10	0	0	10	0	0.4000	74.50	NE
MB2350c	NA	NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)	22	0	0	22	0	0.5455	186.58	NE
MB2351	NA	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY)	3	0	0	3	0	0.3333	77.00	NE
MB2352c	NA	Transmembrane component of energizing module of ECF transporters in Mycobacteria	10	0	0	10	0	0.5000	341.00	NE
MB2353c	NA	possible transmembrane atp-binding protein abc transporter	23	0	0	23	0	0.5652	115.38	NE
MB2354	NA	Transcriptional regulator Rv2327, MarR family	6	0	0	6	0	0.6667	296.25	NE
MB2355	PE23	pe family protein pe23	13	7	0	6	0	0.1538	106.00	ES
MB2356c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1)	29	11	0	18	0	0.3793	265.09	NE
MB2357c	lppP	PROBABLE LIPOPROTEIN LPPP	8	0	0	8	0	0.2500	265.00	NE
MB2358	NA	Assimilatory nitrate reductase large subunit (EC 1.7.99.4)	7	0	0	7	0	0.4286	246.67	NE
MB2359	NA	HYPOTHETICAL PROTEIN	6	0	0	6	0	0.5000	423.33	NE
MB2360	mez	PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ (MALIC ENZYME) (NAD-MALIC ENZYME) (MALATE DEHYDROGENASE (OXALOACETATE DECARBOXYLATING)) (PYRUVIC-MALIC CARBOXYLASE) (NAD-ME)	29	0	0	29	0	0.5862	306.12	NE
MB2361c	stp	integral membrane drug efflux protein stp	20	0	0	20	0	0.8000	195.81	NE
MB2362	cysK1	cysteine synthase a cysk1 (o-acetylserine sulfhydrylase a) (o-acetylserine (thiol)-lyase a) (csase a)	15	0	0	15	0	0.4667	403.57	NE
MB2363	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT)	6	0	0	6	0	0.6667	693.50	NE
MB2364	NA	HYPOTHETICAL PROTEIN	30	0	0	30	0	0.2667	226.12	NE
MB2365c	NA	HYPOTHETICAL PROTEIN	11	0	0	11	0	0.3636	815.00	NE
MB2366c	moeW	POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEW	39	0	39	0	0	0.1538	17.83	GD
MB2367	mmpL9a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9A [FIRST PART]	75	29	29	16	1	0.2000	309.80	GD
MB2368	mmpL9b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9B [SECOND PART]	7	0	0	7	0	0.7143	38.20	NE
MB2369c	PE_PGRS39	pe-pgrs family protein pe_pgrs39	16	0	0	16	0	0.6250	172.50	NE
ASNT	NA	tRNA-Asn	2	0	0	2	0	0.0000	0.00	NE
MB2370	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ	4	0	0	4	0	0.7500	574.33	NE
MB2371	NA	CONSERVED HYPOTHETICAL PROTEIN	4	0	0	4	0	0.7500	201.00	NE
MB2372c	dnaG	PROBABLE DNA PRIMASE DNAG	26	26	0	0	0	0.0000	0.00	ES
MB2373c	dgt	PROBABLE DEOXYGUANOSINE TRIPHOSPHATE TRIPHOSPHOHYDROLASE DGT (DGTPASE) (DGTP TRIPHOSPHOHYDROLASE)	27	0	0	27	0	0.4444	411.08	NE
MB2374	NA	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN	30	0	0	30	0	0.7667	436.13	NE
MB2375c	esxO	putative esat-6 like protein esxo (esat-6 like protein 6)	2	0	0	2	0	1.0000	96.00	NE
MB2376c	PPE71	PPE FAMILY PROTEIN	27	0	0	27	0	0.5926	335.56	NE
MB2377c	PPE40	ppe family protein ppe40	31	15	0	16	0	0.3548	253.55	NE
MB2378c	glyS	PROBABLE GLYCYL-tRNA SYNTHETASE GLYS (GLYCINE--tRNA LIGASE) (GLYRS)	32	25	0	7	0	0.0625	459.50	ES
MB2379	smtb	probable transcriptional regulatory protein smtb (probably arsr-family)	5	0	0	5	0	0.6000	269.33	NE
MB2380	zur	probable zinc uptake regulation protein zur	6	0	0	6	0	0.5000	301.33	NE
MB2381c	NA	unknown protein	7	0	0	7	0	0.7143	184.80	NE
MB2382c	NA	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE)	18	17	0	1	0	0.0556	38.00	ES
MB2383c	reco	possible dna repair protein reco	12	4	0	8	0	0.4167	137.20	NE
MB2384	amiA2	PROBABLE AMIDASE AMIA2 (AMINOHYDROLASE)	18	0	0	18	0	0.3889	309.29	NE
MB2385c	era	PROBABLE GTP-BINDING PROTEIN ERA	17	0	0	17	0	0.5882	297.80	NE
MB2386c	NA	Protein involved in pyrimidine metabolism	4	0	0	4	0	0.7500	445.33	NE
MB2387c	NA	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN	22	0	0	22	0	0.4091	85.44	NE
MB2388c	ybeY	Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly	9	0	0	9	0	0.6667	1077.83	NE
MB2389c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH)	17	0	0	17	0	0.7647	136.23	NE
MB2390c	NA	HYPOTHETICAL PROTEIN	3	0	0	3	0	1.0000	233.33	NE
MB2391c	NA	Possible regulatory protein Trx	20	0	0	20	0	0.7000	286.57	NE
MB2392	PE_PGRS40	pe-pgrs family protein pe_pgrs40	1	0	0	1	0	0.0000	0.00	NE
MB2393c	rsmE	16S rRNA (uracil(1498)-N(3))-methyltransferase (EC 2.1.1.193)	7	0	0	7	0	0.7143	240.40	NE
MB2394c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2	11	0	0	11	0	0.3636	46.00	NE
MB2395c	hrcA	probable heat shock protein transcriptional repressor hrca	23	0	23	0	0	0.3478	11.38	GD
MB2396	NA	Transcription regulator of the Arc/MetJ class	9	0	0	9	0	0.7778	236.14	NE
MB2397c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2)	2	0	0	2	0	1.0000	278.00	NE
MB2398c	mbtH	MbtH-like NRPS chaperone => MbtH	2	0	0	2	0	0.5000	7.00	NE
MB2399c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE)	9	0	0	9	0	0.7778	227.00	NE
MB2400c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE)	64	0	0	64	0	0.4219	219.85	NE
MB2401c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE)	79	0	0	79	0	0.4430	197.57	NE
MB2402c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE)	44	5	0	39	0	0.2500	220.55	NE
MB2403c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE)	17	10	0	7	0	0.2353	191.25	ES
MB2404c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE)	51	0	0	51	0	0.5490	299.82	NE
MB2405	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE	21	0	0	21	0	0.5714	50.83	NE
MB2406	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ	19	0	14	5	0	0.5263	239.90	GD
MB2407c	mbtI	isochorismate synthase mbti	19	0	17	2	0	0.1579	404.33	GD
MB2407A	NA	NA	5	0	0	5	0	0.6000	212.33	NE
MB2408	NA	putative sodium-dependent bicarbonate transporter	25	0	0	25	0	0.6000	197.60	NE
MB2409c	hemN	PROBABLE OXYGEN-INDEPENDENT COPROPORPHYRINOGEN III OXIDASE HEMN (COPROPORPHYRINOGENASE) (COPROGEN OXIDASE)	21	0	0	21	0	0.5238	572.73	NE
MB2410c	rpfD	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD	10	0	0	10	0	0.7000	543.29	NE
MB2411c	NA	FIG00821219: MCE associated membrane protein	6	0	0	6	0	0.6667	306.50	NE
MB2412	sira	ferredoxin-dependent sulfite reductase sira	19	0	0	19	0	0.4211	23.62	NE
MB2413	cysH	probable 3'-phosphoadenosine 5'-phosphosulfate reductase cysh (paps reductase, thioredoxin dep.) (padops reductase) (3'-phosphoadenylylsulfate reductase) (paps sulfotransferase)	13	0	0	13	0	0.3077	77.00	NE
MB2414	che1	ferrochelatase che1	8	0	0	8	0	0.5000	587.75	NE
MB2415	ggtB	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE)	30	0	0	30	0	0.6667	341.95	NE
MB2416	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN [FIRST PART]	9	0	0	9	0	0.4444	1081.00	NE
MB2417	NA	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN [SECOND PART]	29	0	0	29	0	0.6207	445.33	NE
MB2417A	aprA	Acid and phagosome regulated protein A AprA	2	0	0	2	0	1.0000	207.00	NE
MB2417B	aprB	Acid and phagosome regulated protein B AprB	3	0	0	3	0	0.3333	377.00	NE
MB2418	PE_PGRS41	pe-pgrs family protein pe_pgrs41	15	0	0	15	0	0.5333	510.62	NE
MB2419c	cysA1	sulfate-transport atp-binding protein abc transporter cysa1	15	0	0	15	0	0.2667	390.25	NE
MB2420c	cysW	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW	18	0	0	18	0	0.4444	98.00	NE
MB2421c	cysT	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST	10	0	0	10	0	0.3000	149.33	NE
MB2422c	subI	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI	19	0	0	19	0	0.5263	26.90	NE
MB2423	NA	HYPOTHETICAL PROTEIN	4	0	0	4	0	0.2500	57.00	NE
MB2424c	NA	POSSIBLE CONSERVED MEMBRANE PROTEIN	2	0	0	2	0	0.0000	0.00	NE
MB2425	NA	Trehalase (EC 3.2.1.28)	30	0	0	30	0	0.6333	222.16	NE
MB2426c	lppR	PROBABLE CONSERVED LIPOPROTEIN LPPR	7	0	0	7	0	0.1429	31.00	NE
MB2427c	lepA	PROBABLE GTP-BINDING PROTEIN LEPA (GTP-BINDING ELONGATION FACTOR)	30	0	0	30	0	0.5667	146.41	NE
MB2428	NA	RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)	10	0	0	10	0	0.5000	776.60	NE
MB2429c	NA	CBS domain protein	8	0	0	8	0	0.8750	431.43	NE
MB2430	rnz	MBL-fold metallo-hydrolase superfamily	12	0	0	12	0	0.6667	329.75	NE
MB2431	PE24	possible pe family-related protein pe24	17	0	0	17	0	0.5882	405.10	NE
MB2432c	NA	Protein containing transglutaminase-like domain, putative cysteine protease	21	0	0	21	0	0.7619	160.69	NE
MB2433c	NA	Protein containing domains DUF403	11	0	0	11	0	0.4545	196.20	NE
MB2434c	NA	Protein containing domains DUF404, DUF407	24	0	0	24	0	0.7500	1004.28	NE
MB2435	rpsT	30s ribosomal protein s20 rpst	1	0	0	1	0	1.0000	28.00	NE
MB2436c	NA	DNA polymerase III delta subunit (EC 2.7.7.7)	13	13	0	0	0	0.0000	0.00	ES
MB2437c	NA	DNA internalization-related competence protein ComEC/Rec2	13	0	0	13	0	0.4615	251.83	NE
MB2438c	NA	Late competence protein ComEA, DNA receptor	14	0	0	14	0	0.5714	355.00	NE
MB2439c	eis	enhanced intracellular survival protein eis,gcn5-related n-acetyltransferase	29	0	0	29	0	0.3103	117.00	NE
MB2440c	NA	DegV family protein	13	0	0	13	0	0.4615	392.17	NE
MB2441c	octT	Diglucosylglycerate octanoyltransferase (DGG octanoyltransferase) (EC 2.3.1.273)	21	0	0	21	0	0.1905	131.50	NE
MB2442c	gpgp	glucosyl-3-phosphoglycerate phosphatase gpgp	8	0	0	8	0	0.3750	67.67	NE
MB2443c	rsfS	Ribosomal silencing factor RsfA	5	2	0	3	0	0.6000	230.67	NE
MB2444c	nadD	PROBABLE NICOTINATE-NUCLEOTIDE ADENYLYLTRANSFERASE NADD (DEAMIDO-NAD(+) PYROPHOSPHORYLASE) (DEAMIDO-NAD(+) DIPHOSPHORYLASE) (NICOTINATE MONONUCLEOTIDE ADENYLYLTRANSFERASE) (NAMN ADENYLYLTRANSFERASE)	14	14	0	0	0	0.0000	0.00	ES
MB2445	NA	HYPOTHETICAL PROTEIN	5	0	0	5	0	1.0000	159.20	NE
MB2446	NA	SAM-dependent methyltransferase	18	0	0	18	0	0.8333	392.13	NE
MB2447c	NA	PROBABLE TRANSPOSASE [SECOND PART]	7	0	0	7	0	0.8571	552.00	NE
MB2448c	NA	PROBABLE TRANSPOSASE [FIRST PART]	1	0	0	1	0	0.0000	0.00	NE
MB2449c	NA	Carbon monoxide oxidation accessory protein CoxE	19	0	0	19	0	0.5263	588.30	NE
MB2450c	NA	Carbon monoxide oxidation accessory protein CoxD	10	0	0	10	0	0.5000	391.20	NE
MB2451c	proA	PROBABLE GAMMA-GLUTAMYL PHOSPHATE REDUCTASE PROTEIN PROA (GPR) (GLUTAMATE-5-SEMIALDEHYDE DEHYDROGENASE) (GLUTAMYL-GAMMA-SEMIALDEHYDE DEHYDROGENASE)	16	0	0	16	0	0.5000	110.38	NE
MB2452c	NA	NA	7	0	0	7	0	0.4286	178.00	NE
MB2453c	NA	NA	1	0	0	1	0	1.0000	306.00	NE
