ORF,Mtb_ortholog,functional_category,name,negative_call,positive_call,desc,sites,mean_ctrl,mean_exp,log2FC,sum_ctrl,sum_exp,delta_mean,pvalue,adj_pvalue
MB2231,Rv2208,intermediary metabolism and respiration,cobS,NE,NE,Probable cobalamin 5'-phosphate synthase CobS,7,13.1,56.8,1.77,365.7,1589.86,43.7,0.1598,0.56901
MB2232,Rv2209,cell wall and cell processes,NA,NE,NE,Probable conserved integral membrane protein,22,254.5,447.6,0.8,22392,39392.57,193.2,0.0973,0.48148
MB2233c,Rv2210c,intermediary metabolism and respiration,ilvE,ES,GD,branched-chain amino acid transaminase ilve,22,0,0.3,0.07,2.5,24.76,0.3,0.4858,0.82599
MB2234c,Rv2211c,intermediary metabolism and respiration,gcvT,NE,NE,Probable aminomethyltransferase GcvT (Glycine cleavage system T protein),17,56.6,145.6,1.29,3851.9,9898.44,88.9,0.0328,0.32281
MB2235,Rv2212,intermediary metabolism and respiration,NA,NE,NE,adenylyl cyclase (atp pyrophosphate-lyase) (adenylate cyclase),9,280.4,171.1,-0.7,10096.1,6161.12,-109.3,0.268,0.66638
MB2236,Rv2213,intermediary metabolism and respiration,pepB,NE,NE,Probable aminopeptidase PepB,13,256,275.1,0.1,13312.9,14304.7,19.1,0.8753,1
MB2237c,Rv2214c,"virulence, detoxification, adaptation",ephD,NE,NE,Possible short-chain dehydrogenase EphD,29,195.8,106.7,-0.85,22716.4,12375.37,-89.1,0.1225,0.50738
MB2238,Rv2215,intermediary metabolism and respiration,dlat,NE,NE,"dlat, dihydrolipoamide acyltransferase, e2 component of pyruvate dehydrogenase",12,31.9,45.1,0.44,1529.8,2164.91,13.2,0.4852,0.82599
MB2239,Rv2216,conserved hypotheticals,NA,NE,NE,Cell division inhibitor SulA,11,123.6,71.4,-0.75,5438.1,3142.02,-52.2,0.4788,0.82599
MB2240,Rv2217,intermediary metabolism and respiration,lipB,NE,NE,Probable lipoate biosynthesis protein B LipB,11,87.7,41.9,-0.98,3858.8,1843.59,-45.8,0.3194,0.72182
MB2241,Rv2218,intermediary metabolism and respiration,lipA,NE,NE,Probable lipoate biosynthesis protein A LipA,14,13.2,9.2,-0.36,737.4,514.93,-4,0.6078,0.91125
MB2242,Rv2219,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,7,0.8,3.5,0.55,22.8,99.19,2.7,0.4802,0.82599
MB2243c,Rv2219A,cell wall and cell processes,NA,NE,NE,probable conserved membrane protein,3,9.7,9.6,-0,116.1,115.5,-0,0.9937,1
MB2244,Rv2220,intermediary metabolism and respiration,glnA1,ES,ES,GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I),29,0,0,0,0,0,0,1,1
MB2245c,Rv2221c,intermediary metabolism and respiration,glnE,NE,GD,GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase),37,21.2,8.6,-0.94,3132.6,1277.71,-12.5,0.0426,0.35676
MB2246c,Rv2222c,intermediary metabolism and respiration,glnA2,NE,ES,PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II),19,1.3,0,-0.33,100.5,3.51,-1.3,0.1846,0.59962
MB2247c,Rv2223c,cell wall and cell processes,NA,NE,NE,Probable exported protease,26,213.1,121.8,-0.78,22167.5,12670.16,-91.3,0.1128,0.49434
MB2248c,Rv2224c,cell wall and cell processes,caea,NE,NE,probable carboxylesterase caea,26,198.9,420.9,1.06,20684.8,43770.49,222,0.1227,0.50738
MB2249,Rv2225,intermediary metabolism and respiration,panB,ES,ES,3-methyl-2-oxobutanoate hydroxymethyltransferase panb,15,0,0,0,0,0,0,1,1
MB2250,Rv2226,conserved hypotheticals,NA,NE,NE,CHAD domain containing protein,23,125.4,80.3,-0.61,11533.8,7391.44,-45,0.328,0.72863
MB2251,Rv2227,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [FIRST PART],9,4.6,10,0.64,167,360.78,5.4,0.4423,0.80518
MB2252,Rv2227,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [SECOND PART],8,84.4,58.3,-0.5,2700.4,1866.46,-26.1,0.5432,0.86404
MB2253c,Rv2228c,information pathways,NA,NE,NE,"multifunctional protein. has rnase h,alpha-ribazole phosphatase, and acid phosphatase activities.",19,54.2,88.8,0.66,4115.9,6746.6,34.6,0.3035,0.70822
MB2254c,Rv2229c,conserved hypotheticals,NA,NE,NE,"Zn-ribbon protein, possibly nucleic acid-binding",4,6.1,3.9,-0.32,98.2,63.02,-2.2,0.5758,0.88863
MB2255c,Rv2230c,conserved hypotheticals,NA,NE,NE,GTP cyclohydrolase 1 type 2 homolog YbgI,14,81.6,93.6,0.19,4569.9,5242.69,12,0.7751,1
MB2256A,Rv2231A,"virulence, detoxification, adaptation",vapC16,NE,NE,Possible toxin VapC16,5,53.3,117.5,1.07,1065.2,2350.32,64.3,0.1423,0.53795
MB2256B,Rv2231B,"virulence, detoxification, adaptation",vapB16,NE,NE,Possible antitoxin VapB16,2,6.9,23.6,1.26,55.5,188.4,16.6,1,1
MB2256c,Rv2231c,intermediary metabolism and respiration,cobC,NE,NE,Possible aminotransferase CobC,15,190.7,53.1,-1.75,11443.9,3183.73,-137.7,0.185,0.59962
MB2257,Rv2232,regulatory proteins,ptka,NE,NE,protein tyrosine kinase transcriptional regulatory protein ptka,9,103.9,41.7,-1.22,3738.9,1502.98,-62.1,0.1855,0.60012
MB2258,Rv2234,regulatory proteins,ptpA,NE,NE,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE),6,119,171,0.51,2855.3,4102.94,52,0.5135,0.83586
MB2259,Rv2235,cell wall and cell processes,NA,ES,ES,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,16,0,0,0,0,0,0,1,1
MB2260c,Rv2236c,intermediary metabolism and respiration,cobD,NE,NE,probable cobalamin biosynthesis transmembrane protein cobd,9,13.1,18.1,0.35,473.3,652.76,5,0.6655,0.95002
MB2261,Rv2237,conserved hypotheticals,NA,NE,NE,conserved protein,15,95.1,110.6,0.21,5708.5,6637.49,15.5,0.7512,1
MB2261A,Rv2237A,conserved hypotheticals,NA,NE,NE,Conserved protein,3,27.3,2.5,-2.11,327.5,29.89,-24.8,0.4488,0.81044
MB2262c,Rv2238c,"virulence, detoxification, adaptation",ahpE,NE,NE,probable peroxiredoxin ahpe,2,101.5,21.2,-2.02,811.9,169.69,-80.3,0.4221,0.787
MB2263c,Rv2239c,conserved hypotheticals,NA,NE,NE,cell redox homeostasis,4,14,12,-0.16,224.3,192.19,-2,0.7838,1
MB2264c,Rv2240c,conserved hypotheticals,NA,NE,NE,unknown protein,5,487.6,216.4,-1.15,9752.1,4327.19,-271.2,0.0851,0.4633
MB2265,Rv2241,intermediary metabolism and respiration,aceE,NE,NE,pyruvate dehydrogenase e1 component acee (pyruvate decarboxylase) (pyruvate dehydrogenase) (pyruvic dehydrogenase),55,290.9,153,-0.9,63990.9,33670.77,-137.8,0.0071,0.18063
MB2266,Rv2242,conserved hypotheticals,NA,ES,ES,"Transcriptional regulator, CdaR-family",15,6.7,0,-1.23,401.8,0,-6.7,0.4923,0.82744
MB2267,Rv2243,lipid metabolism,fabD,ES,ES,MALONYL CoA-ACYL CARRIER PROTEIN TRANSACYLASE FABD (Malonyl CoA:AcpM acyltransferase) (MCT),5,6.1,0,-1.16,122.9,0,-6.1,0.2308,0.64267
MB2268,Rv2244,lipid metabolism,acpM,ES,ES,MEROMYCOLATE EXTENSION ACYL CARRIER PROTEIN ACPM,4,0,0,0,0,0,0,1,1
MB2269,Rv2245,lipid metabolism,kasA,ES,ES,3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 1 KASA (BETA-KETOACYL-ACP SYNTHASE) (KAS I),16,0,0,0,0,0,0,1,1
MB2270,Rv2246,lipid metabolism,kasB,ES,ES,3-OXOACYL-[ACYL-CARRIER PROTEIN] SYNTHASE 2 KASB (BETA-KETOACYL-ACP SYNTHASE) (KAS I),16,22.4,10.4,-0.84,1435.6,663.7,-12.1,1,1
MB2271,Rv2247,lipid metabolism,accD6,ES,ES,ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6,13,0,0,0,0,0,0,1,1
MB2272,Rv2248,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,11,23.9,55.3,1.06,1053.5,2432.94,31.4,0.2556,0.65873
MB2273c,Rv2249c,intermediary metabolism and respiration,glpD1,NE,NE,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1,19,106,45.9,-1.12,8058.5,3490.03,-60.1,0.198,0.61369
MB2274c,Rv2250c,regulatory proteins,NA,NE,NE,Possible transcriptional regulatory protein,10,105.5,408.5,1.9,4218.8,16339.7,303,0.0843,0.46323
MB2275,Rv2250A,intermediary metabolism and respiration,NA,NE,NE,POSSIBLE FLAVOPROTEIN,10,35.6,47.5,0.37,1425.2,1899.43,11.9,0.6257,0.92337
MB2276,Rv2252,lipid metabolism,NA,NE,NE,diacylglycerol kinase,14,22.6,76,1.55,1264.9,4255.65,53.4,0.0753,0.44984
MB2277,Rv2253,cell wall and cell processes,NA,NE,NE,Possible secreted unknown protein,11,25.4,45.7,0.74,1117.3,2010.55,20.3,0.3244,0.7264
MB2278c,Rv2254c,cell wall and cell processes,NA,NE,NE,Probable integral membrane protein,3,46.5,33.6,-0.42,558.4,403.67,-12.9,0.6087,0.91192
MB2279c,Rv2255c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,0.5,0,-0.15,2.2,0,-0.5,1,1
MB2280c,Rv2256c,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,5,0,0,0,0,0,0,1,1
MB2281c,Rv2257c,conserved hypotheticals,NA,NE,NE,Beta-lactamase class C-like and penicillin binding proteins (PBPs) superfamily,8,51.1,5.4,-2.43,1636,173.35,-45.7,0.0111,0.20787
MB2282c,Rv2258c,regulatory proteins,NA,NE,NE,Possible transcriptional regulatory protein,15,290,186.8,-0.62,17399.4,11205.54,-103.2,0.2218,0.63613
MB2283,Rv2259,intermediary metabolism and respiration,mscr,NE,NE,s-nitrosomycothiol reductase mscr,13,70.8,63.1,-0.16,3683.7,3278.74,-7.8,0.8101,1
MB2284,Rv2260,conserved hypotheticals,NA,NE,NE,Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR,5,7.6,48,2.07,152.7,959.92,40.4,0.4155,0.78666
MB2285c,Rv2262c,lipid metabolism,NA,NE,NE,Apolipoprotein N-acyltransferase,17,194.8,120.8,-0.67,13248.1,8217.76,-74,0.3776,0.7641
MB2286,Rv2263,intermediary metabolism and respiration,NA,NE,NE,Possible oxidoreductase,12,318.4,290.7,-0.13,15281.6,13953.45,-27.7,0.8007,1
MB2287c,Rv2264c,conserved hypotheticals,NA,NE,NE,FIG00821990: molecular chaperone,29,205.9,131.1,-0.63,23889.7,15212.01,-74.8,0.3203,0.72221
MB2288,Rv2265,cell wall and cell processes,NA,NE,NE,Possible conserved integral membrane protein,17,183.7,92.4,-0.95,12494.8,6283.77,-91.3,0.2728,0.67244
MB2289,Rv2266,intermediary metabolism and respiration,cyp124,NE,NE,Probable cytochrome P450 124 CYP124,16,116,344,1.53,7423.9,22016.28,228,0.1442,0.54221
MB2290c,Rv2267c,conserved hypotheticals,stf3,NE,NE,Sulfotransferase,37,77.3,56.9,-0.41,11441.5,8422.87,-20.4,0.4836,0.82599
MB2291c,Rv2268c,intermediary metabolism and respiration,cyp128,NE,NE,PROBABLE CYTOCHROME P450 128 CYP128,25,26.4,14.2,-0.71,2641.8,1415.29,-12.3,0.3287,0.72863
MB2292c,Rv2269c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,7,49,55.4,0.16,1371.4,1552.54,6.5,0.8719,1
MB2293,Rv2270,cell wall and cell processes,lppN,NE,NE,Probable lipoprotein lppN,9,52.6,429,2.91,1893.3,15443.04,376.4,0.019,0.26686
MB2294,Rv2271,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,6,36.1,19.4,-0.75,867,464.95,-16.8,0.351,0.74844
MB2295,Rv2272,cell wall and cell processes,NA,NE,NE,probable conserved transmembrane protein,4,0.2,10.6,1.57,4,169.07,10.3,0.2351,0.64501
MB2296,Rv2273,cell wall and cell processes,NA,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN,4,38.9,168.1,1.98,621.8,2689.42,129.2,0.0914,0.47029
MB2297A,Rv2274A,"virulence, detoxification, adaptation",mazE8,NE,NE,Possible antitoxin MazE8,4,2.8,10,0.94,45.5,160.31,7.2,0.1448,0.5427
MB2297c,Rv2274c,conserved hypotheticals,mazf8,NE,NE,possible toxin mazf8,7,70.5,0.9,-3.69,1974.3,23.87,-69.7,0.0115,0.21041
MB2298,Rv2275,conserved hypotheticals,NA,NE,NE,Cyclo(L-tyrosyl-L-tyrosyl) synthase (EC 2.3.2.21),18,18.2,154.8,2.78,1312.9,11145.11,136.6,0.0286,0.31066
MB2299,Rv2276,intermediary metabolism and respiration,cyp121,NE,NE,Cytochrome P450 121 CYP121,16,30.3,15.7,-0.77,1938,1001.76,-14.6,0.3705,0.76136
MB2300c,Rv2277c,intermediary metabolism and respiration,NA,NE,NE,Possible glycerolphosphodiesterase,12,20.3,115.7,2.26,973,5555.22,95.5,0.0285,0.31066
MB2301,Rv2280,intermediary metabolism and respiration,NA,NE,NE,Probable dehydrogenase,16,83.5,82,-0.02,5342.1,5250.02,-1.4,0.9769,1
MB2302,Rv2281,cell wall and cell processes,pitB,NE,NE,Putative phosphate-transport permease PitB,23,35.1,69.5,0.89,3232.3,6390.21,34.3,0.1312,0.52132
MB2303c,Rv2282c,regulatory proteins,NA,NE,NE,Probable transcription regulator (lysR family),10,16.8,1.8,-1.68,671.4,71.01,-15,0.1914,0.60993
MB2304,Rv2283,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,2,0.5,1.3,0.18,4.4,10.33,0.7,0.4282,0.79217
MB2305,Rv2284,intermediary metabolism and respiration,lipM,NE,NE,Probable esterase LipM,25,41.9,90.7,1.03,4193.3,9067.46,48.7,0.1634,0.5771
MB2306,Rv2285,lipid metabolism,NA,NE,NE,possible triacylglycerol synthase (diacylglycerol acyltransferase),18,148.2,64.6,-1.14,10671.8,4651.6,-83.6,0.0664,0.42837
MB2307c,Rv2286c,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [SECOND PART],4,216.5,146.6,-0.55,3464,2344.86,-69.9,0.5615,0.87897
MB2308c,Rv2286c,conserved hypotheticals,NA,NE,NE,conserved hypothetical protein [FIRST PART],5,92.2,212.1,1.16,1843.2,4241.06,119.9,0.1235,0.50923
MB2309,Rv2287,cell wall and cell processes,yjcE,NE,NE,Probable conserved integral membrane transport protein YjcE,16,157.8,61.9,-1.28,10100.4,3960,-95.9,0.0627,0.41918
MB2310,Rv2288,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,4,7.7,10.7,0.3,124,171.31,3,0.6956,0.96991
MB2311,Rv2289,lipid metabolism,cdh,NE,NE,Probable CDP-diacylglycerol pyrophosphatase Cdh (CDP-diacylglycerol diphosphatase) (CDP-diacylglycerol phosphatidylhydrolase),19,45.7,142.2,1.54,3476.7,10810.55,96.5,0.0215,0.27697
MB2312,Rv2290,cell wall and cell processes,lppOa,NE,NE,Probable conserved lipoprotein lppOa,1,1.1,0,-0.28,4.4,0,-1.1,0.3395,0.73461
MB2313,Rv2290,cell wall and cell processes,lppOb,NE,NE,Probable conserved lipoprotein lppOb,11,205.9,161.8,-0.34,9059.8,7118.84,-44.1,0.6342,0.92861
MB2314,Rv2291,intermediary metabolism and respiration,sseB,NE,NE,Probable thiosulfate sulfurtransferase SseB,15,98.3,111.5,0.17,5896.7,6690.52,13.2,0.7654,1
MB2315c,Rv2293c,conserved hypotheticals,NA,NE,NE,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9),17,160.1,56.5,-1.42,10887.2,3843.43,-103.6,0.1667,0.5828
MB2316,Rv2294,intermediary metabolism and respiration,NA,NE,NE,Probable aminotransferase,20,360.3,132,-1.42,28825.7,10556.58,-228.4,0.0446,0.36226
MB2317,Rv2295,conserved hypotheticals,NA,NE,NE,Colicin E2 tolerance protein CbrC-like protein,11,32.3,80.3,1.19,1420,3532.32,48,0.104,0.49135
MB2318,Rv2296,intermediary metabolism and respiration,NA,NE,NE,Probable haloalkane dehalogenase,13,472.8,330.1,-0.51,24583.5,17164.36,-142.7,0.2932,0.69847
MB2319,Rv2297,conserved hypotheticals,NA,NE,NE,unknown protein,7,94.6,198.1,1.03,2648.5,5548.07,103.6,0.4343,0.79779
MB2320,Rv2298,conserved hypotheticals,NA,NE,NE,Aldo/keto reductase,16,136.7,104.2,-0.38,8746.8,6667.99,-32.5,0.4809,0.82599
MB2321c,Rv2299c,"virulence, detoxification, adaptation",htpG,NE,NE,PROBABLE CHAPERONE PROTEIN HTPG (HEAT SHOCK PROTEIN) (HSP90 FAMILY PROTEIN) (HIGH TEMPERATURE PROTEIN G),27,174.8,137.3,-0.34,18875.5,14828.2,-37.5,0.4308,0.79389
MB2322c,Rv2300c,conserved hypotheticals,NA,NE,NE,MBL-fold metallo-hydrolase superfamily,14,236.9,171.2,-0.46,13268,9586.86,-65.7,0.2597,0.66099
MB2323,Rv2301,cell wall and cell processes,cut2,NE,NE,PROBABLE CUTINASE CUT2,9,324.9,267.5,-0.28,11696.3,9630.04,-57.4,0.6987,0.97289
MB2324,Rv2302,conserved hypotheticals,NA,NE,NE,conserved protein,4,313.5,549.6,0.8,5016.3,8793.14,236,0.4384,0.80241
MB2325c,Rv2303c,"virulence, detoxification, adaptation",NA,NE,NE,PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN,16,128.6,147,0.19,8231.9,9408.17,18.4,0.7747,1
MB2326c,Rv2304c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,1,8.9,2.5,-0.88,35.4,10.15,-6.3,0.2805,0.68392
MB2327,Rv2305,conserved hypotheticals,NA,NE,NE,NRPS condensation (elongation) domain containing protein,10,60.6,60.2,-0.01,2422,2409.06,-0.3,0.9909,1
MB2328,Rv2306A,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,8,76.7,81.6,0.08,2454.9,2611.19,4.9,0.8923,1
MB2329,Rv2306B,cell wall and cell processes,NA,NE,NE,POSSIBLE CONSERVED MEMBRANE PROTEIN,5,25.9,255,3.07,517.8,5099.95,229.1,0.0117,0.21128
MB2330c,Rv2307c,conserved hypotheticals,NA,NE,NE,"Hydrolase, alpha/beta fold family",18,189.6,300.1,0.65,13654.2,21603.89,110.4,0.4608,0.82017
MB2331c,Rv2307A,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL GLYCINE RICH PROTEIN,2,433.5,591.6,0.44,3467.8,4732.88,158.1,0.364,0.75701
MB2332c,Rv2307B,conserved hypotheticals,NA,NE,ES,HYPOTHETICAL GLYCINE RICH PROTEIN,21,14.7,6.7,-0.75,1230.7,563.39,-7.9,0.3489,0.74554
MB2333c,Rv2307D,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,3,201.7,29.9,-2.57,2420.1,359.09,-171.8,0.0154,0.24622
MB2334,Rv2308,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,16,411.2,311.1,-0.4,26314.4,19910.68,-100.1,0.3487,0.7455
MB2335c,Rv2309c,insertion seqs and phages,NA,NE,NE,POSSIBLE INTEGRASE (FRAGMENT),8,175.6,282.5,0.67,5619.2,9039.06,106.9,0.4617,0.82017
MB2336,Rv2309A,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,11,90.4,126.2,0.46,3975.8,5554.13,35.9,0.6603,0.94546
MB2337,Rv2310,insertion seqs and phages,NA,NE,NE,POSSIBLE EXCISIONASE,3,45.1,425.6,3.1,541.6,5107.05,380.5,0.1586,0.56901
MB2338,Rv2311,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,7,270.8,254.5,-0.09,7582.1,7125.95,-16.3,0.8564,1
MB2339,Rv2312,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,3,170.1,552.3,1.67,2040.9,6628.11,382.3,0.1047,0.49215
MB2340c,Rv2313c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,6,508.7,505.2,-0.01,12207.9,12125.59,-3.4,0.9866,1
MB2341c,Rv2314c,conserved hypotheticals,NA,NE,NE,"TldE/PmbA family protein, Actinobacterial subgroup",13,251.7,187.6,-0.41,13087.8,9753.11,-64.1,0.5945,0.90367
MB2342c,Rv2315c,conserved hypotheticals,NA,NE,NE,"TldD family protein, Actinobacterial subgroup",32,26.7,107.4,1.83,3415.6,13743.8,80.7,0.0145,0.23842
MB2343,Rv2316,cell wall and cell processes,uspA,NE,NE,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA,12,50.3,73.6,0.51,2412.1,3534.7,23.4,0.4948,0.82744
MB2344,Rv2317,cell wall and cell processes,uspB,NE,NE,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB,13,54.6,0.3,-3.48,2838.8,17.71,-54.3,0.0121,0.21657
MB2345,Rv2318,cell wall and cell processes,uspC,NE,NE,PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC,26,16.9,61,1.59,1752.9,6340.1,44.1,0.0522,0.38391
MB2346c,Rv2319c,"virulence, detoxification, adaptation",NA,GD,NE,universal stress protein family protein,17,71.5,119.3,0.7,4861,8112.36,47.8,0.369,0.76114
MB2347c,Rv2320c,cell wall and cell processes,rocE,NE,NE,PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE,26,89,122.7,0.44,9260.6,12755.91,33.6,0.3896,0.77138
MB2348c,Rv2321c,intermediary metabolism and respiration,rocD2,NE,NE,PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE),7,35.6,1.9,-2.57,997.4,52.01,-33.8,0.002,0.11709
MB2349c,Rv2322c,intermediary metabolism and respiration,rocD1,NE,NE,PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE),8,184.3,2.9,-4.58,5897.2,92.53,-181.4,0.1823,0.59757
MB2350c,Rv2323c,conserved hypotheticals,NA,NE,NE,"NG,NG-dimethylarginine dimethylaminohydrolase 1 (EC 3.5.3.18)",20,61,58.6,-0.05,4876.2,4689.22,-2.3,0.9126,1
MB2351,Rv2324,regulatory proteins,NA,NE,NE,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY),2,272.6,2005.1,2.86,2180.6,16040.77,1732.5,0.4186,0.78675
MB2352c,Rv2325c,conserved hypotheticals,NA,NE,NE,Transmembrane component of energizing module of ECF transporters in Mycobacteria,7,340.6,24.6,-3.54,9536.2,689.07,-316,0.0565,0.39747
MB2353c,Rv2326c,cell wall and cell processes,NA,NE,NE,possible transmembrane atp-binding protein abc transporter,18,126.9,70.7,-0.8,9138.7,5090.61,-56.2,0.198,0.61369
MB2354,Rv2327,conserved hypotheticals,NA,NE,NE,"Transcriptional regulator Rv2327, MarR family",4,24.8,10,-0.99,396.5,160.26,-14.8,0.232,0.64267
MB2355,Rv2328,PE/PPE,PE23,NE,NE,pe family protein pe23,12,178.6,10.8,-3.54,8570.6,516.27,-167.8,0.0077,0.18321
MB2356c,Rv2329c,cell wall and cell processes,narK1,NE,NE,PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1),27,70.1,179.6,1.3,7566.4,19396.37,109.5,0.039,0.34295
MB2357c,Rv2330c,cell wall and cell processes,lppP,NE,NE,PROBABLE LIPOPROTEIN LPPP,7,34.5,0.2,-2.93,965.6,5.41,-34.3,0.0021,0.11709
MB2358,Rv2331,conserved hypotheticals,NA,NE,NE,Assimilatory nitrate reductase large subunit (EC 1.7.99.4),6,31.9,28.5,-0.14,766.2,682.84,-3.5,0.925,1
MB2359,Rv2331A,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,5,54.3,36.7,-0.51,1085.9,733.47,-17.6,0.5455,0.86633
MB2360,Rv2332,intermediary metabolism and respiration,mez,NE,NE,PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ (MALIC ENZYME) (NAD-MALIC ENZYME) (MALATE DEHYDROGENASE (OXALOACETATE DECARBOXYLATING)) (PYRUVIC-MALIC CARBOXYLASE) (NAD-ME),25,139.9,245.1,0.79,13988.3,24514.89,105.3,0.21560000000000001,0.63088
MB2361c,Rv2333c,cell wall and cell processes,stp,NE,NE,integral membrane drug efflux protein stp,19,260.3,288.8,0.15,19782.1,21950.77,28.5,0.7592,1
MB2362,Rv2334,intermediary metabolism and respiration,cysK1,NE,NE,cysteine synthase a cysk1 (o-acetylserine sulfhydrylase a) (o-acetylserine (thiol)-lyase a) (csase a),12,304.4,402.3,0.4,14613.3,19309.98,97.8,0.5177,0.84168
MB2363,Rv2335,intermediary metabolism and respiration,cysE,NE,NE,PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT),6,283.3,412.6,0.53,6799.3,9901.24,129.2,0.4943,0.82744
MB2364,Rv2336,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,30,51.9,30.5,-0.68,6229.1,3657.61,-21.4,0.4004,0.78112
MB2365c,Rv2337c,conserved hypotheticals,NA,NE,NE,HYPOTHETICAL PROTEIN,9,219,153.7,-0.5,7883.3,5534.11,-65.3,0.5016,0.82744
MB2366c,Rv2338c,intermediary metabolism and respiration,moeW,GD,NE,POSSIBLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEW,38,3.1,19.9,1.62,471.9,3028.82,16.8,0.107,0.49265
MB2367,Rv2339,cell wall and cell processes,mmpL9a,GD,ES,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9A [FIRST PART],70,58,119,0.98,16230.2,33329.66,61.1,0.1098,0.49265
MB2368,Rv2339,cell wall and cell processes,mmpL9b,NE,NE,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9B [SECOND PART],5,155.8,250.9,0.67,3116.1,5017.65,95.1,0.5475,0.8688
MB2369c,Rv2340c,PE/PPE,PE_PGRS39,NE,NE,pe-pgrs family protein pe_pgrs39,12,413.7,178.8,-1.19,19855.9,8580.05,-234.9,0.0628,0.41918
MB2370,Rv2341,cell wall and cell processes,lppQ,NE,NE,PROBABLE CONSERVED LIPOPROTEIN LPPQ,4,354.5,191.4,-0.87,5671.4,3061.99,-163.1,0.1894,0.609
MB2371,Rv2342,conserved hypotheticals,NA,NE,NE,CONSERVED HYPOTHETICAL PROTEIN,4,34.3,69.9,0.93,548.8,1118.19,35.6,0.3904,0.77151
MB2372c,Rv2343c,information pathways,dnaG,ES,ES,PROBABLE DNA PRIMASE DNAG,24,0,0,0,0,0,0,1,1
